========================================================================================================================
MATERIAL CLOSURE ANALYSIS SUMMARY - ALL MACHINES
========================================================================================================================

Machine ID                                 Total Mass     ISRU %   Import %    Unres %
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Forge or Induction Heater (forge_or_induction_heater)
================================================================================

Machine Total Mass: 1500.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       54.97 kg  ( 97.5%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  1.40 kg  (  2.5%)
  ────────────────────────────────────────
  Total Calculated:           56.37 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                       52.89 kg      52.89 kg
  regolith_raw                                               2.08 kg       2.08 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  steel_bar_raw                                              1.00 kg       1.00 kg
  base_grease_stock_v0                                       0.20 kg       0.20 kg
  high_temp_additive_v0                                      0.20 kg       0.20 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'sintering_and_hot_pressing_v0' (in recipe 'recipe_part_bearing_set_small_v0') input 'regolith_fine_fraction' has null/zero quantity
  ! Recipe 'recipe_steel_bar_raw_v0' for 'steel_bar_raw' has no inputs
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity
  ! Recipe 'recipe_base_grease_stock_v0' for 'base_grease_stock_v0' has no inputs
  ! Recipe 'recipe_high_temp_additive_v0' for 'high_temp_additive_v0' has no inputs
  ! Process 'alignment_and_testing_basic_v0' (in recipe 'recipe_bearing_set_heavy_v0') input 'assembled_equipment' has null/zero quantity
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Dynamic balancing stand (dynamic_balancing_stand_v0)
================================================================================

Machine Total Mass: 70.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       11.38 kg  ( 99.1%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.10 kg  (  0.9%)
  ────────────────────────────────────────
  Total Calculated:           11.48 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                       11.38 kg      11.38 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  base_grease_stock_v0                                       0.05 kg       0.05 kg
  high_temp_additive_v0                                      0.05 kg       0.05 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity
  ! Recipe 'recipe_base_grease_stock_v0' for 'base_grease_stock_v0' has no inputs
  ! Recipe 'recipe_high_temp_additive_v0' for 'high_temp_additive_v0' has no inputs
  ! Process 'alignment_and_testing_basic_v0' (in recipe 'recipe_bearing_set_heavy_v0') input 'assembled_equipment' has null/zero quantity
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Regolith brick press v0 (regolith_brick_press_v0)
================================================================================

Machine Total Mass: 1200.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            0.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                        0.00 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  copper_rod_ingot                                           0.00 kg       0.00 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  press_frame_medium                                      0.00 count       UNKNOWN
  hydraulic_power_unit_basic                              0.00 count       UNKNOWN
  hydraulic_hoses_and_fittings                            0.00 count       UNKNOWN
  pressing_mold_set                                       0.00 count       UNKNOWN
  etching_chemicals                                          0.00 kg       UNKNOWN

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Recipe 'recipe_press_frame_medium_v0' for 'press_frame_medium' has no inputs
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Recipe 'recipe_hydraulic_power_unit_basic_v0' for 'hydraulic_power_unit_basic' has no inputs
  ! Recipe 'recipe_hydraulic_hoses_and_fittings_v0' for 'hydraulic_hoses_and_fittings' has no inputs
  ! Recipe 'recipe_pressing_mold_set_v0' for 'pressing_mold_set' has no inputs
  ! Process 'substrate_fabrication_basic_v0' (in recipe 'recipe_uncoated_substrate_material_v0') input 'regolith_raw' has null/zero quantity
  ! Bootstrap import (circular): copper_rod_ingot (path: copper_rod_ingot -> copper_plate_or_sheet -> control_circuit_board_basic -> copper_clad_laminate -> copper_scrap_v0 -> copper_rod_ingot)
  ! Recipe 'recipe_etching_chemicals_v0' for 'etching_chemicals' has no inputs
  ! Process 'electronics_assembly_v0' (in recipe 'recipe_control_circuit_board_basic_v0') input 'electronic_components_set' has null/zero quantity
  ! Process 'firmware_programming_v0' (in recipe 'recipe_control_circuit_board_basic_v0') input 'microcontroller_or_embedded_board' has null/zero quantity
  ! Process 'firmware_programming_v0' (in recipe 'recipe_control_circuit_board_basic_v0') input 'compiled_firmware_binary' has null/zero quantity
  ! Process 'electrical_testing_basic_v0' (in recipe 'recipe_control_circuit_board_basic_v0') input 'assembled_electrical_equipment' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Welding Consumables and Filler Material Set (welding_consumables)
================================================================================

Machine Total Mass: 25.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       26.25 kg  (100.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:           26.25 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                       26.25 kg      26.25 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'welding_brazing_basic_v0' (in recipe 'recipe_storage_enclosure_v0') input 'cast_metal_parts' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Milling machine (CNC) (milling_machine_cnc)
================================================================================

Machine Total Mass: 1200.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       99.36 kg  ( 48.5%)
  Imported:                    0.30 kg  (  0.1%)
  Unresolved:                105.10 kg  ( 51.3%)
  ────────────────────────────────────────
  Total Calculated:          204.76 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                       98.72 kg      98.72 kg
  regolith_raw                                               0.63 kg       0.63 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  epoxy_precursor_block_v0                                   0.30 kg       0.30 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  linear_guide_rails                                       4.00 unit      80.00 kg
  control_panel_assembly_v0                                1.00 unit      25.00 kg
  cleaning_solvent_or_detergent_v0                           0.10 kg       0.10 kg
  steel_beam_i_section                                     240.00 kg       UNKNOWN
  steel_plate_thick                                        120.00 kg       UNKNOWN
  steel_tube_square                                         20.00 kg       UNKNOWN

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Item 'steel_beam_i_section' not found in KB
  ! Item 'steel_plate_thick' not found in KB
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Item 'steel_tube_square' not found in KB
  ! Recipe 'recipe_linear_guide_rails_v0' for 'linear_guide_rails' has no inputs
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Recipe 'control_panel_assembly_v0' not found for item 'control_panel_assembly_v0'
  ! Process 'cutting_basic_v0' (in recipe 'recipe_substrate_part_or_wire_v0') input 'stock_material' has null/zero quantity
  ! Recipe 'recipe_cleaning_solvent_v0' for 'cleaning_solvent_or_detergent_v0' has no inputs
  ! Bootstrap import (circular): epoxy_precursor_block_v0 (path: insulation_coating_material -> epoxy_resin_base -> epoxy_monomer_v0 -> power_supply_low_voltage -> epoxy_precursor_block_v0 -> transformer_core -> epoxy_precursor_block_v0)
  ! Process 'transformer_winding_v0' (in recipe 'recipe_power_supply_low_voltage_v0') input 'magnet_wire_copper' has null/zero quantity
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Heated chemical reactor (alias) (chemical_reactor_heated)
================================================================================

Machine Total Mass: 600.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        1.00 kg  ( 90.9%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.10 kg  (  9.1%)
  ────────────────────────────────────────
  Total Calculated:            1.10 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                        1.00 kg       1.00 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  cleaning_solvent_or_detergent_v0                           0.10 kg       0.10 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'additive_manufacturing_polymer_v0' (in recipe 'recipe_enclosure_small_additive_v0') input 'polymer_printing_feedstock' has null/zero quantity
  ! Process 'gas_scrubbing_unit_frame_v0' referenced in recipe 'recipe_gas_scrubbing_unit_v0' not found
  ! Process 'gas_scrubbing_unit_filter_v0_v0' referenced in recipe 'recipe_gas_scrubbing_unit_v0' not found
  ! Process 'cutting_basic_v0' (in recipe 'recipe_gas_scrubbing_unit_frame_v0') input 'stock_material' has null/zero quantity
  ! Process 'welding_brazing_basic_v0' (in recipe 'recipe_gas_scrubbing_unit_frame_v0') input 'cast_metal_parts' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Recipe 'recipe_cleaning_solvent_v0' for 'cleaning_solvent_or_detergent_v0' has no inputs
  ! Process 'cutting_basic_v0' (in recipe 'recipe_gas_inlet_manifold_v0') input 'stock_material' has null/zero quantity
  ! Process 'plumbing_and_pneumatics_v0' (in recipe 'recipe_machine_leak_test_equipment_v0') input 'piping_components' has null/zero quantity
  ! Process 'plumbing_and_pneumatics_v0' (in recipe 'recipe_machine_leak_test_equipment_v0') input 'fittings_and_valves' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Air compressor small (air_compressor_small)
================================================================================

Machine Total Mass: 25.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            0.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! BOM 'bom_air_compressor_small_v0' has no components

================================================================================


================================================================================
CLOSURE ANALYSIS: Polymer pelletizer (pelletizer_v0)
================================================================================

Machine Total Mass: 40.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       14.00 kg  ( 99.3%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.10 kg  (  0.7%)
  ────────────────────────────────────────
  Total Calculated:           14.10 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                       14.00 kg      14.00 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  base_grease_stock_v0                                       0.05 kg       0.05 kg
  high_temp_additive_v0                                      0.05 kg       0.05 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'cutting_basic_v0' (in recipe 'recipe_steel_frame_welded_v0') input 'stock_material' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity
  ! Recipe 'recipe_base_grease_stock_v0' for 'base_grease_stock_v0' has no inputs
  ! Recipe 'recipe_high_temp_additive_v0' for 'high_temp_additive_v0' has no inputs
  ! Process 'alignment_and_testing_basic_v0' (in recipe 'recipe_bearing_set_heavy_v0') input 'assembled_equipment' has null/zero quantity
  ! Process 'forging_bearing_ring_blanks_v0' (in recipe 'recipe_bearing_ring_blanks_v0') input 'steel_stock_bar_or_billet' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity
  ! Process 'sheet_metal_fabrication_v0' (in recipe 'recipe_hopper_feed_steel_v0') input 'sheet_metal_or_structural_steel' has null/zero quantity
